文本序号	文本内容
578	有一米八几的大个坐过，也说宽敞舒适，后排中间凸起有点遗憾。乘坐空间我身高171，体重130，有点小肚子，嘿嘿，驾驶位也不错，我驾驶起来很宽松，乘坐也舒服，有一米八几的大个子坐着也不错，后排中间凸起，不像前几代凯美瑞那么好。
579	空间我感觉不小，也说不上大，只是对于我来说挺合适，我也不存在在车上放什么太多的东西，也就是手提袋啦、包包啊之类的，要说坐人的话，本人个子164，还算一般吧，坐着不会感觉憋屈。
580	空间完全够用。虽然没有迈腾后排那么大，但坐着比迈腾要舒适不少。迈腾后排座椅太短，又硬，光大也没用。后备箱巨大，没有放满过，加之后排可放倒，潜力无限。
581	空间不错！大多数都是我自己一个人开！偶尔坐个四五个人都不会觉的挤！提车时拍的，没有好好拍将就着看吧
582	身高175，对我来说空间挺大，头顶空间绰绰有余，腿部也很宽松。新款凯美瑞双擎的电池是在后排座位底下的，所以后备箱也不会被电池占去一部分空间，后排座位也增加了放倒功能，这个是非常满意的。储物空间电池做了调整，所以现在的凯美瑞后备箱储物空间很大，侧门储物空间就比较小了
583	空间还是很不错的，后备箱尤其是，能装的下173的媳妇，空间就不用说了，主驾驶跟副驾驶空间也足够了，我们都不是1米85以上的个头，绰绰有余了，后排空间也还可以，唯一不足的地方就是中间座位脚底下是凸起来的，这样坐在中间的人就会不是很舒服，好在我们目前就两人，也就够用了！后备箱装媳妇，装行李，都是绰绰有余！躺着靠着都能轻松搞定！后备箱确实还是很让人欣慰的！乘坐空间媳妇身高173，大长腿无处安放的时候一调座椅即可，我180的大高个也没问题，何况她，乘坐空间基本满意！调节到最舒服的状态！
584	我属于微胖型的，身高172体重80千克，驾驶座调整好，头部离顶部还有一定的距离，腿部空间相对较宽松，后排空间坐三个人没问题，唯一有点缺憾的是后排地毯凸起，长时间坐着会不舒服。门板储物空间稍微有点欠佳，脉动只能放1瓶，不过也够用了。中央扶手箱空间够用，后备箱空间够大，放3个28寸行李箱不是事，平时带老婆孩子出去玩，该带的行李都可以带上。
585	空间整体来说还不错的，前排后排和后备箱空间都比较大，毕竟是B级车嘛。后排做3个人一点也不拥挤，不管是座椅还是腿部空间都很舒适的。还有就是前排的手扶箱，也很大，放化妆品什么的也方便呀，以后可以把化妆台搬到车上了，哈哈！
586	空间对我来说足够了，我178的身高，坐在驾驶室里头顶上面还有一部分空间，腿部空间也足够，坐着还是挺舒服的，不会有挤的感觉！乘坐空间后排还算宽敞！我178的个子坐进去腿还是可以自由活动，很宽敞！就是后排中间高出来的一块很丑，这样坐在后排中间的人腿都没地方放，很累！这样可以看到整体座椅，红色是不是很酷炫。后排空间看得到的大！最不能理解的就是中间那块高出来的。储物空间后备箱放下两个收纳箱不是问题，平时我还有打篮球的装备，足够大了。很满意！
587	我和老公都是正常体型，老公178身高，坐在驾驶室的时候挺轻松的！一般我们就是一家三口，送完小孩上学我们去上班，坐着挺舒服！前天我们带上爸妈和孩子，自己开车去海边溜达了一圈，五个人坐着挺宽敞，爸爸说在后面还可以翘二郎腿！后排空间还是可以的，腿部完全可以自由活动！这里还是要吐槽一下中间凸起来的那款，真是没啥用还占地方。主驾驶和副驾驶的空间也是足够了，我们家都不是大高个儿，可以容纳的下我们了。后备箱空间还是挺大的，放个大的收纳箱后面，装装小东西！平时去接老公出差，还可以再放个他的大行李箱！
588	空间还是不错的，我178的身高坐在驾驶位上也不会感觉要缩手缩脚的，座椅调好之后还是很舒服的，头顶还有一拳多的空间，腿部前面也比较宽敞；后排坐三个正常体型的成年人也是没问题的，不过中间那个坐久了可能会觉得不舒服，因为地板上有凸起。储物空间手套箱小；是真的小。连宝来都比不上。文件袋是放不了了；驾驶证还是可以的！
589	驾驶员178身高，座椅调到最低头部空间仍有4指，由于驾驶室比较宽大，驾驶位后面的座位乘坐身高180左右的乘客，膝部仍有一拳半到两拳空间，头部同样4指左右，可以说非常宽敞了。重新设计的座椅包裹性非常好，座椅和头靠都比较柔软细腻。后备箱由于电池组在后排座椅下面，跟汽油版车型同样大小，这是个意外惊喜。
590	车内空间我只觉得合适，不觉得有多大。况且我也不是为了追求大空间的，要大空间我早就直接买SUV了。买车至今没有坐过5个人，后排微躺着坐是没问题的，也能翘腿。反正不觉得紧凑，宽敞感是有的。
591	家人都是普通身高满载绝对没问题乘坐空间我身高180体重90公斤乘坐无压力，后排的中央凸起不适合长途乘坐成人，儿童乘坐是可以的！储物空间储物空间稍微有点少，特别是车门的储物空间，那么细的一条缝，不能放什么，而且打理起来也不太方便！
592	家庭成员个子都不高，所以觉得空间很大，特别是后排空间，很满意。后备箱空间还行，中规中矩。配置2.0G豪华配置挺足的，座椅电动调节，后视镜加热，无钥匙进入，无钥匙锁车，一键启动等配置挺实用，主动安全系统也都有配备，全景天窗个人觉得没必要，一般也不喜欢开天窗，灰多。HUD抬头显示真的很好用，很好用，很好用，再也不用常常低头看仪表盘了，而且很高端啊有木有。autohold功能也很实用，此外自动驻车真的很人性化，挂P挡自动拉手刹，挂出P挡，自动解除，很好用。不过有一点就是没有配备座椅加热，个人觉得不应该啊。
593	上面我说了空间是真的满意，后备箱我整个人躺进去都没有问题，我160身高，生完宝宝之后体重达到了130左右。后排坐着也非常舒服，家庭里算我最胖了，所有对于乘坐空间没有问题
594	我本人身高1.73左右，调到合适位置，仍有很大一部分空间。平时自己一个人开的较为多一些，一家人出行的话基本上是坐4人，空间对于我这个身材不像山东大汉的人群家庭中，相对有些宽敞，对空间整体满意超大尾箱、超大尾箱、现在和父母一块出行游玩，带上弟弟再多行李也能放的下，即使有了女盆友去老丈人家送礼再多也能装（99年的我现在想的有点多）
595	空间挺大的。我以前开的是本田锋范，坐在副驾驶的时候感觉腿都不是很舒服，换成新凯之后，车子变得更大了，前后排的体验都感觉好了很多，腿脚都自由了不少。
596	目前车里最多坐过三个人后面就坐一个朋友说非常大。毕竟以前开的是比亚迪f3。所以觉得这个车真是很大了。后备箱得空间是真的大，过年单位分了一下饮料啤酒，大大小小的装了三个箱子，也就占了后背箱的一半吧，还是非常大的。
597	本人1米71。不管驾驶还是坐后面，都是很够用，朋友1米8坐我车也没有感觉压抑，总体还不错，后备箱也特别大，加上座椅比例放倒，实用性很强，小电动车也能放，真是无所不能了
598	以前开过也坐过凯美瑞，8凯的后排空间相比于之前确实小了点，但按我目前的用车情况来看，后排坐满3个人的次数很少，所以影响不是很大，地板突起也影响了中间的乘坐体验。坐过汉兰达的后座，那真是爽，但奈何钱不够呢。另外就是车门上的那个地方有点小，斜着放下一瓶怡宝矿泉水也就差不多了。扶手箱和行李厢都挺大的，比较方正平整，扶手箱目测可以放下好几瓶饮料，行李厢目测感觉塞两个人进去也行，嗯，没试验过。
599	平时基本就是我们一家三口用，夫妻两再加个幼儿园的小孩，空间也足够了。行李箱的面积也还挺大的，零零碎碎的放一些小孩的玩具啊用品啊什么的之后，空间还剩下不少。扶手箱的容积也不错，老婆小一点的包都可以丢进去。还有就是，驾驶位置比副驾驶坐着要舒服很多，腿部空间更宽松。
600	可以！跟朋友一起来提车的，都说空间还不错！媳妇给朋友介绍的时候还说座椅可以调，其实她记错了那是顶配才有哈哈后备厢容积一个字：大！买了一个尾箱垫，放上去也刚好！对尾箱很满意，比家里那个帕萨特的尾箱都大！乘坐空间我身高170，媳妇也不太高，合适！就是驾驶室头顶稍微矮了点，不过把座位调低点，感觉好还可以，没什么阻碍车内储物能力还没有试过！提车一天不太清楚，目前够用！不过中间那个手扶箱真不错，很喜欢空间设计亮点整体不错，该有都有，不可能面面俱到，学会容忍嘛！
601	座位的空间只能说一般般，同级车不算突出的，但比凯美瑞七代混动那是强多了，尤其是后备箱那叫一个大后备厢容积非常大，比七代强太多了，还可以放到后排座椅非常方便。
602	本人身高174.平时主要上下班开车，我喜欢坐椅调到最低，半躺着开车，个人感觉非常舒适，坐椅舒适度比我的老凯越好的多了。宝座美照乘坐空间空间B级车当然不会小啦，后排坐垫纵向长度相比大众厚道，舒服感大增。后排座椅只能在后备箱开启放倒的设计，感觉丰田的人性化大增，后备箱安全系数刚刚的。
603	空间表现还是不错的,很大，主副驾电动调节，各方面都还挺不错的座椅很舒服前面放杯子的空间很足
604	虽然没有某国品牌那种变态加长，但空间方面非常的大。前排调成合适的坐姿，后排坐三个壮汉还是绰绰有余的。后备箱空间也十分的宽敞，可以塞得下很多东西进去。
605	虽然没有德系车那种变态的大，但是空间我觉得挺大的，后排坐三个人还绰绰有余。如果把副驾驶调前，我身高一米七八在后排轻轻松松在后排跷二郎腿。
606	无论是前座还是后座的空间都是很充足的，座椅的设计也比较合理，而且十分的舒适。后备箱的容纳空间也不用担心，日常的使用是能满足的，也可以把后排的座位放倒从而扩大容纳空间。
607	我身高1米83体重103kg开这辆车的感觉挺舒适的，没有拥挤的感觉，而且电动座椅可以调节的空间还挺大的，后备箱空间也很大，家里有个萨摩耶出去玩放后备箱很方便哈哈哈不太会拍照凑合看吧，老婆常坐在后面，表示满意，车内乱，见谅
608	空间上面绝对错错有余，对于我一个200斤的胖子来说，前排调成蜘蛛丝的位置，再到后排还有两拳多的距离，这还不够吗？当然和C级车是不好比的。
609	空间没话说，同级不是最大也差不多了，反正做起来感觉是很不错的，特别要提的是，后备箱真的很大，给我的感觉是比雅阁要大挺多
610	当初选择这辆车的一个重要原因也是因为车内空间足够宽敞，上次和朋友出去玩，后排坐三个成年人，也没有听到他们说拥挤。还有驾驶座上高度也可以，不会太靠近车顶，而且座椅也是可以调高低的，总体来说还是不错的。
611	空间基本够用，本人1.78米，做前后排都很宽松，后备箱空间很大！前排空间够大，本人1.78米，坐上去不会感觉空间的局促。后排空间也很大，还为孩子安装了儿童座椅。
612	4885×1840×1445（mm），轴距2825mm，我1米75，前排头部余量不多，坐着很舒服，后排腿部空间可以，头部空间差点，另外后备箱很规整，实用性很好。
613	车内整体空间足够用，尤其是后排，脚部和头部都有很大的空间，后备箱容积也很大，能装很多东西，而且还可以放倒，因为中控是Y字型，车内储物的地方也比较多后排空间脚步空间
614	空间对我一个女生来说是够了，后排坐过的人都说大。乘坐空间我身高163，100斤。座椅升到最高离头顶还是有一段距离的。
615	中型车嘛，轴距有这么长，内部的空间当然是比较宽敞的了，前后和后排的乘坐空间都很宽松，相对来说舒适性就很不错，还有后备箱也是很大的，这个比较实用一些。
616	作为一款B级车，凯美瑞的空间足够用，驾驶座位周边的储物盒有好几个，后排空间也挺大，
617	就空间方面来说，我这大高个坐在前排驾驶座觉得相当宽松，不会像我开过的同事的车那样很局促的感觉，后排空间也不错，包括后备箱的空间都比较满意。
618	座椅载人方面可以满足我的需求，就是想买五座的车就够用了，载物空间也不错，后座上不载人的情况下也可以放东西的，能放多一些物品。
619	空间挺不错的，宽敞舒适，前排后排都很宽松，后备箱也比较大，出远门是比较方便实用的。
620	它的空间给我的感觉其实还行，确实是中型车的话它的空间也不会是特别小的那种，并且凯美瑞还配置了一个比较大的后备箱，我确实是蛮喜欢它的后备箱，大小很实用，在轿车里面来说它的后备箱还是属于比较大的水平。
621	空间很满意啦，作为南方人身高也不算太高，175，身边高个子的朋友坐车也觉得还不错，当然比不过迈腾和帕萨特这两个怪物！
622	178坐主驾驶很舒服，最多坐4个人舒适度较好
623	外观骚气我平时一个人开，偶尔三个人用，后排不错后排空间不错，中间有突起前排空间也不错，送了全包围脚垫
624	尾箱挺大。驾驶位调矮了看到引擎盖，调高了感觉头顶没空间了，后排一般，我175.84KG，坐着不是很舒服，感觉顶头了，有点压抑，小孩或者女士做两位，应该很不错。
625	家人男士都在1米75左右，女士都在160左右，感觉乘坐都很宽敞后排座椅非常宽敞，孩子老人坐起来舒服前排调整好后，也是很宽敞的
626	家人身材都不高1.75米左右，坐进够宽敞，高度还有4指的余地够用。
627	我和夫人两个人用，空间表现非常可以，座椅也有腰托调节，厚度也很适中，储物空间表现够用，不算特别大。后备箱空间够用。刚刚提车上牌，还有红丝带
628	我1.75的身高坐在驾驶位上头上还有一拳距离，后排更是没问题，做过车后排的同事都说座椅很舒服，后备箱很大，后排座椅可以放倒，增加储物空间
629	打个满分，拉升下口碑。前排我驾驶坐姿调好，后排我172坐3拳吧。反正我这身高够用，家里人我最高目前。好像没有金牛座空间大。后备箱，大，规整。就是后备箱两边的支架外露，有时候放东西会关后备箱会压住。后备箱上边电线全部外露，好像日本车都这样去吧，无所谓，反正不勾头看不到。
630	空间表现不错，买车之前对比过其他品牌，相比内部使用空间更加宽一些。有孩子出个门带的零七八碎东西多，这车绝对空间够用。我媳妇和儿子一般坐在后排，后排的空间很大，膝部有充足的空间。够我儿子在后面闹腾的。
631	空间没问题，第一次上我车的朋友都会吃惊的感觉到空间好大。本人身高173，无论是前排驾驶，还是后排，以及后备箱，都足够了。这方面没有瑕疵。
632	空间足够大这方面还是比较出色的后备箱的空间逢年过节可以塞不少东西后排头部空间跟腿部空间都挺给我惊喜的比较满意
633	一般也就一家三口乘坐，我儿子和我坐后排，我老公开车，我身高163，我老公身高178，感觉空间还是蛮大的。
634	平时车里通常只有我和老婆两个人，空间不用多说是够的。凯美瑞的空间也并不是优势，我觉得5座的车能踏踏实实载5个人就满足要求了，我的车也载过5个人，都是同事车上坐着5个人并不拥挤。
635	空间本身凯美瑞是B级车，空间本身就很宽敞，我平时上下班用，主要的后备箱用的多点！因为大，所以养成了后备箱塞很多东西的坏习惯！
636	具体说下空间的话，本人表示满意，毕竟是20多万的车啊，空间再不给力，也不会考虑买这款车的，对吧
637	一家三口用很宽敞了，座椅包裹性也不错。
638	全家我最高，177不管前排还是后排都很宽敞前排很宽敞后排更是没话说侧后45度很好看乘坐空间我升高177，前后排都很宽敞，后排坐满3个人没有压力储物空间车门加中央扶手都很大，可以放好多东西，中间还有杯架，非常适合家用放行李后备箱非常大，回家一趟塞满东西，满意，空间很深横向对比对比君威雅阁，更加安静和舒服，油耗也很低
639	很满意哦，我们家人不是很高，但胖子多，4个大人带一个孩子很宽松放行李人手一个行李箱（孩子还有个小箱子）正好放下
640	空间具大，家里人都比较瘦小所以满载5人的时候也感觉不到挤。一般就一家三口出行，空间足够。储物空间后备箱超级大，上次安装后备箱隔音棉的时候整个人可以躺在里面。
641	可能是个人习惯问题吧，我总是把驾驶位座椅调到最低，开起来才舒服。后排空间，很宽敞，岳父岳母给予了高度评价，后备箱?真的是超级大。?感觉能占用一半都困难
642	空间可以，比我原来的车大后排的空间给婆娘坐，带小孩子比卡罗拉强多了乘坐空间乘坐空间还是很不错，前排做起来很舒服，后排的靠背很爽
643	宽度够了高度有些差强人意我185身高坐在驾驶位头部几乎到顶视野也比较低后排目前还没仔细感受应该还不错后排空间看着比较可以了有机会体验一下副驾驶空间足够就算是体型大的坐进去也不会感到局促扶手箱非常深比较满意
644	就坐前排，通常是2个人。跑过400km长途4人，也不显得窄，够用了。
645	凯美瑞的空间还是很大的，我坐在副驾驶和后排感觉空间很足，男朋友身高175，他说驾驶室空间也可以。在后排体验感觉很不错，座椅坐着很舒服，放脚的地方很宽敞，不会有紧凑和压迫感。放行李车的后备箱体积在小轿车里算比较大的了，放两个行李箱还是没问题的，我整个人进去都没有问题。
646	比起大众两款和新雅阁，后排空间还是稍微小了一点点，不过无所谓，家用足够，前排空间很充裕，而且座椅很舒服储物空间储物空间还行，够用了，唯一就是副驾驶座手套箱太小啦
647	1.73差不多吧！头部空间没多少了后排后备箱空间是满意的我喜欢黑内饰，因为我个人比较懒，不怎么打理车，加上年纪已过不惑，不能选择骚气的红内了
648	前后排空间都不错，空间在B级车里算得上是中上等，前后门上的空间可以放瓶装饮料，扶手箱大，后备箱容量大。
649	空间对于我们这一家都不算特别高的人绰绰有余，从头到尾就没有一点觉得憋屈的。因为车的造型我一般把座椅调的比较高，视野更宽广一些。
650	后排还可以，一米八的人坐进去没问题，前排副驾的空间有点局促，主要是腿部有点挤
651	空间真的是大大的提升，无论是前排还是后排都对得起中型车的标准的口碑。比家里的08款卡罗拉大很多了。不错的前排
652	本人1.75的个头坐在驾驶位非常宽敞，家人的个头都不高，后排我们能挤下4个人。储物空间比较大，出行旅游一家人的行李完全够放。
653	一家人出行完全没问题，后排儿童座椅加老婆妈妈完全OK，我和老爸坐前排，周末来个自驾游爽歪歪储物空间档把前面储物格双层设计太实用，下面放些零零碎碎的小物品完美双层的，上面放手机，下面放些零零碎碎的东西正正好杯托放我的保温杯正正好，里面的限位器，卡的紧紧地，一点都不会晃动乘坐空间我身高180，前后排乘坐无压力，后排腿部还有一拳多的空间，爽后备箱带着孩子的小推车轻轻松松2825的轴距，腿部空间2拳，翘个二郎腿表示无压力后排老板键，太实用了，50万的豪华车感觉，了解一下放行李后排座椅可以放到，不说了，自己看图，不知道怎么形容了放到之后，简直就是一辆货车，平时放个大件物品太方便了
654	乘坐空间绝对足够，比较宽敞，不过还是建议坐四人，后排中间有凸起，坐人不是特别舒服。当然短路图坐坐还是不挤人的。
655	车身靠近5米了，内部乘坐完全没有局促感，后排坐三个大人都没问题。一家五口出去玩，正好
656	通常两人乘坐，前排乘坐空间完全够用，前排座椅放至最后，后排依然有不错的空间表现。乘坐空间身高185cm、座椅调到居中位置即可，两侧内饰未出现卡腿等现象，长时间驾驶不会感觉局促。全家出游时五人乘坐相对宽裕，后配中间位置隆起较高，影响长时间乘坐感受。储物空间除中部手扶箱和仪表下部储物格外，其他储物空间大小一般；后备箱空间够大，座椅放倒后使用方便。
657	空间是宽敞的，毕竟还是凯美瑞车，就是因为电动机的关系，后备箱空间窄，不过有得有失吗，普通放放就够了，暂时是没要装啥东西。
658	我180的个子，前排坐着很舒服，长腿女朋友坐副驾驶，对空间也很满意，后排一直都是老妈坐，她说空间很大，比家里的ix35坐着舒服呢，后备箱很大，很平整，而且两边还带小挂钩，很贴心
659	一家人出行完全没问题，后排儿童座椅加老婆妈妈完全OK，我和老爸坐前排，周末来个自驾游爽歪歪地板有个隆起小缺点，不过为了车身的低重心，增加操控性，可以接受乘坐空间我身高180，前后排乘坐无压力，后排腿部还有一拳多的空间，爽后备箱带着孩子的小推车轻轻松松储物空间档把前面储物格双层设计太实用，下面放些零零碎碎的小物品完美放行李后排座椅可以放到，不说了，自己看图，不知道怎么形容了后备箱放到之后搬个家都行了
660	本人身高1.75标准身材，空间没有不满意的，家里也没有大胖子，家人对空间评价都没意见，但作为中级车来说，客观评价应该是刚刚及格，没达到奢侈程度，那么大的外形，里面真的不算太大，还有凸起的地板，坐5个人的话后排中间很难受。后备箱很大很大，跟汽油版一样，这也是我抛弃雅混选择凯的其中一个原因
661	我身高183，主驾驶坐进去，头顶还能有半拳的空间，后备箱空间特别大，感觉能躺进去三个人，后排空间也不错，坐进去腿前面能剩余两拳的空间，当然这也要看前排的座椅调的位置
662	本人1米72空间足够用,平时就接送孩子上学,偶尔出游跑高速,很少满载前排空间后排空间后备箱空间
663	空间还是比较满意的，因为我们一家三口，最多的时候五个人，我爸妈坐后面跟孩子一起，我老婆坐副驾驶，完全能装下
664	空间上基本满意，不过对比了另外几款车，这个空间不是最大的，但是考虑到内饰档次及个人喜欢程度，选了小凯，算是一个折中。买车嘛，适合自己，自己喜欢是最高标准。
665	车内很宽，有点不满意的地方就是坐上去调整好座位差不多顶到车顶！轿车就这样也算很满意，后排空间很大，坐上去感觉整个人都陷进去很有沙发的感觉，后排坐三个人的话中间的人会比较难受鼓包很高！
666	买车有一部分是看上了空间。带朋友出去玩，或者是带家人出去自驾游，车空间大就是一部分的优势。
667	空间真的很小，驾驶室对于我来说也只能说是勉强够用，整个车内说好听点叫做紧凑，说难听点就是挤。不过后备箱的空间却很大，搞不清楚为什么不再往后牺牲一点后备箱把前面乘用空间搞大点。
668	本人身高177，体重70,。前排不管是驾驶席还有副驾驶席，空间都很充裕，座椅坐上去非常的舒适，后排空间就要小小的吐槽一下，中间凸起稍微有点高，坐在中间不是腿部不是很舒适。
669	空间构造方面感觉很合适，不会显得太疏散宽松，但是也不会显得拥挤，后备箱也是很大放得下我的行礼，还有多余的空位。
670	空间问题刚刚说了有一点偏小，但是后备箱还是蛮大的，要是可以压缩一下给后排多腾点出来就好了。
671	空间上其实空间还是挺大的，就是感觉凯美瑞的座椅有点短了，大腿支撑不够，其它都还好。
672	空间很大，我开车坐主驾驶宽敞舒服，后排父母坐着也宽敞，我平时喜欢没事逛宜家，后备箱装点东西不在话下。
673	这是家里的第一辆车，提车的周末就带上家里人一块出去了，我觉得空间还好，我们是标准的三口之家，回来的时候还顺道去了一趟超市，后备箱被老婆塞得满满的，有了车之后更加方便她的购物欲了。
674	本人1.8米，通常座2-3个人前排后排
675	感受就是大，空间很大，完全没有狭窄的感觉。
676	本人186、并没有体验到之前那些身高170啊、175啊说的顶头、压抑感、空间小啊……平常我自己开、B级车空间不会差到哪里去、正常的空间水平
677	空间还算比较大的，后备箱小物品能放很多，行李箱放下一个没什么压力，再大件的就别装上轿车了，再大的空间也不够用。
678	本人不高1米7。不管是坐驾驶还是坐在后面，都还比较够用，朋友1米8坐我车也没有感觉压抑，总体还不错，后备箱也特别大，加上座椅比例放倒，实用性很强，小电动车也能放。
679	本人1米8，一般做2人。空间方面还是挺宽裕的，试驾的时候坐过全景天窗的后排中间，顶头。所以最终选了小天窗的。
680	空间已经说了，内部空间感觉有一些局促，对于我自己来说也还算是够用，再加上环抱式的中控台设计，就显得空间看上去比实际要小一些，后备箱的空间还是比较不错的。
681	空间够用，虽然轴距和迈腾差不多，空间不如迈腾大，但是家用够用。吐槽后排中间，坐成年人有点压顶储物空间储物空间挺多，够用。手套箱有点小，估计空间呗气囊给占用了。
682	我身高185，前排调好后排还有4指的空间，头部3指，够用了，一般后排都做小孩，真没那么大的后排需求
683	空间够用了，平时就我和老婆两个人。偶尔去机场接两个人也是妥妥的。乘坐空间身高173空间挺宽裕的。开了天窗遮阳帘，整个空间感觉都很通透储物空间八凯把电池组放到第二排座椅下面，尾箱空间大到离谱。
684	订车之前去体验过雷凌卡罗拉高尔夫的空间，其实也够用，但是还是希望大一些，舒服一些，所以最终选择的是凯美瑞，品牌还不错，而且高一级别，空间也大不少。
685	乘坐空间我身高176，后排腿部空间表示有三个拳头，头部空间也很充足！后排隆起的部分很小，我觉得可以忽略不计！！储物空间后备箱很深，可以放三个大号行李箱，家用放东西已经完全满足了！全家五口如果考虑自驾游，空间也足够用！全家出游时后排空间基本能满足！我们家没有太胖太高的人，所以我们选择了轿跑！
686	对比过天籁空间整体不错扶手箱真大自己买了个隔断下面还能放两条烟
687	空间其实还行，同级别不是最大，但也不是最下面那个梯队的，175的我调好驾驶座姿，我朋友身高180，体重160，后排无压力，就是副驾驶不能调高低，对于上身长的朋友不太友好。副驾手套箱空间真的小，差评，扶手箱空间还不错，挺大的，而且排挡杆前有个储物盒能放些东西，手机放上面也行，有防滑设计，好评。门板储物盒凑合，放瓶水没问题。
688	平时一般就我和夫人两个人，不管从任何角度，空间多绰绰有余
689	平时基本一人出行，空间还是足够的，包括车内储物格，后备箱等，还是非常宽敞的后备箱空间确实挺大，能放不少东西这个面板，本人非常喜欢，很有质感这里略小乘坐空间本人170，出行基本一人，所以空间是足够的，但是过年带朋友出去玩，如果车内满员5个人，第二排还是感觉不是很舒服，因为第二排座椅下有凸起的地方不知道为何这里这样设计，老款凯美瑞是平的，改天得去店里问问
690	我175，我感觉前后排空间绝对够大，美中不足就是后排中间座椅坐人不太舒服，不过无所谓，必定满载的时候有限。储物空间后备箱空间绝对大，手扶箱也很大，门上的储物空间差点。
691	本人178完全足够，门两边空间有点小。尾箱很大。
692	中型车的空间一般都比较大，车身长将近4.9米。所以后排空间真的是很大的，大个子进去腿部有一拳两指的距离，平常客户坐下都不怕被客户嫌弃，会没面子。
693	空间整体感觉还不错，没有网上说得那么不堪，基本上除了后面那块凸起，其他的没什么毛病，可能是因为我个子矮？行李箱的空间很充足，那种拉杆箱丢进去无压力。
694	空间感觉还行，后面的座位大部分时间是小孩坐着，所以暂时没有感觉到有什么不方便。行李箱的空间挺大的，如果之后要自驾出游的话，可以多带一些东西出去。
695	空间上挺大的，因为她不是溜背，头部空间很好，唯一不足的就是后排中间脚下凸起。
696	我和老公都是比较大个子的，空间很满意，家里人身材也比较大，后排，前排空间都是比较满意的，不错
697	175的身高前排后排空间都很大，前后排都很宽敞，后排坐满3个人没有压力储物空间：车门加中央扶手都很大，可以放好多东西，中间还有杯架，非常适合家用放行李：后备箱非常大，回家一趟塞满东西，满意，空间很深
698	在B级车中空间虽然不及迈腾雅阁但也够用了
699	空间足够大，坐着舒服，后备箱更加牛，有时候在车上午休。
700	乘坐空间适中，后备箱储物空间较大，后排两大一小非常宽敞
701	不错，各位置空间都不错，前后排后备箱
702	5座车，5人个坐上去就还是刚刚好，不会挤在一起后备厢容积空间充足，一个大家庭的行李都塞得进，就是隔音不好
703	家里人都是偏胖。后排三个人一点问题也没有、我自己感觉很宽敞。储物空间也特别多。一个大大的扶手就能放好多东西。档把前面还有一个储物盒，能放一些不经常拿出来的东西、方向盘左手下边还有一个小盒子。有的时候手表什么的一些小东西我都放里面，感觉挺不错的。而且后备箱空间特别大。家里两个孩子。一般出去带的东西也挺多。后备箱塞了一大堆。还是有很大的空间的。
704	四人乘坐很舒服，五人乘坐也行，只是第二排中间位置坐得略显尴尬。
705	这车一般就我一个人，最多就两三个人。所以空间。。。。前排我调完了，后排还有三拳的空间。够用了，虽然没有雅阁的大。
706	空间方面对于我们家是足够用的了，特别是后备箱，大小很实用。
707	驾驶位和后排空间不错，副驾驶位就有点局促了
708	身材不是很高大，完全可以很舒适的坐着
709	空间呢，足够，真的足够，上班族又不是拉货的
710	空间很足，够用，太大了显空旷，这个刚刚好
711	空间比较宽敞
712	空间还是比较满意的，包括后备的空间。
713	空间很大，对于我这样的小胖子调整合适的位置，后排空间还有一拳三指。
714	空间满意，头部腿部空间都还不错
715	空间上还可以吧，平时用车都觉得够用了，就是后排空间有点小了，之前坐过老款的凯美瑞，感觉比新款的要宽敞一点。
716	空间虽然没有迈腾那么宽敞，不过已经很棒了，毕竟海外1:1版本，没有中国特供加长，感觉在车身钢性还有安储物空间后备箱空间还是很大的，一家人来个周末自驾游还是完完全全没问题的中控部分空间不错中控部门空间中规中矩，两个杯架，一个储物盒，中央扶手空间还是挺大的，不过没有做分割
717	很宽敞，后排三个人，轻轻松松。
718	本来我是越野车换的轿车，之前的车空间都比较大，所以这次换车空间这一块也是比较重要的考虑点，空间还是很宽敞，我哥哥1.85的个子坐起来都没有觉得小，还是很满足的。只是后排有一个包，不是很喜欢了，因为我之前的车车没有，不过周边朋友的车都有这个，我也认了
719	一般都我一个人开，我185，空间足够
720	本人身高1.73，驾驶位可以，后排空间很宽敞，坐在后排很舒适。
721	我体型中等，身高175，坐在驾驶位头部还有一拳多的位置，我媳妇有体型点胖，坐在后排他的腿部很轻松，她很喜欢后排的空间。
722	我家通常3人乘坐
723	空间没有话说，甚至还有老板建，对于这个功能不知该说点什么。后排可以放到，还是很不错的
724	空间很大，特别是后排座位舒适度高，尝尝陪老人出行，后排坐三个人很宽松。后备箱储物空间也很适用。
725	通常1个人上下班开，周末带老婆孩子出去玩，装了宝宝安全座椅，空间足够大，后备箱里放了宝宝推车还空出很多，周末去超市采购也能装不少东西副驾空间装了安全座椅后排空间
726	185乘坐没有不适
727	家用乘坐4-5人完全不会挤！而且后期空间足够的情况下，前排空间也非常大！前后腿部空间都很宽裕，毕竟是B级车轴距长！虽然底盘低，但高度并没有很矮，做进去头部留有足够的空间，不会压抑！
728	前排空间什么车都够，后排还行后排座位空间不是最大的但坐的比较舒服
729	空间还是比较宽敞的，坐五个人比较宽松储物空间后备箱比较规整，中控扶手空间大，车门上也有可以放水的地方，储物空间足够
730	我这一米六的身材，坐着感觉是好宽敞
731	空间满意
732	一家五口走了一次长途，坐着很宽敞，没有感觉到不舒服，不管坐前排还是后排都很宽敞
